name	CAZy	n
Metbr1	CBM 1 	2
Metbr1	CBM 13 	1
Metbr1	CBM 18 	4
Metbr1	CBM 20 	1
Metbr1	CBM 21	2
Metbr1	CBM 24 	3
Metbr1	CBM 32	1
Metbr1	CBM 32 	1
Metbr1	CBM 42 	1
Metbr1	CBM 43 	2
Metbr1	CBM 48	2
Metbr1	CBM 48 	1
Metbr1	CBM 50	3
Metbr1	CBM 50 	4
Metbr1	CBM 66 	1
Metbr1	CBM 87 	2
Metbr1	CE 16	2
Metbr1	CE 18	2
Metbr1	CE 4	4
Metbr1	CE 5	3
Metbr1	CE 9	1
Metbr1	Expansins	4
Metbr1	GH 1	3
Metbr1	GH 105	3
Metbr1	GH 114	1
Metbr1	GH 115	1
Metbr1	GH 12	1
Metbr1	GH 125	3
Metbr1	GH 127	1
Metbr1	GH 128	3
Metbr1	GH 13	6
Metbr1	GH 132	2
Metbr1	GH 133 	1
Metbr1	GH 135	5
Metbr1	GH 136	1
Metbr1	GH 15	2
Metbr1	GH 152	1
Metbr1	GH 154	2
Metbr1	GH 16	17
Metbr1	GH 162	1
Metbr1	GH 17	6
Metbr1	GH 18	20
Metbr1	GH 2	6
Metbr1	GH 20	2
Metbr1	GH 23	1
Metbr1	GH 24	1
Metbr1	GH 25	2
Metbr1	GH 27	3
Metbr1	GH 29	1
Metbr1	GH 3	8
Metbr1	GH 31	5
Metbr1	GH 32	1
Metbr1	GH 33	1
Metbr1	GH 35	3
Metbr1	GH 36	2
Metbr1	GH 37	2
Metbr1	GH 38	1
Metbr1	GH 43	1
Metbr1	GH 47	9
Metbr1	GH 5	8
Metbr1	GH 54	1
Metbr1	GH 55	7
Metbr1	GH 63	1
Metbr1	GH 64	1
Metbr1	GH 65	1
Metbr1	GH 71	1
Metbr1	GH 72	5
Metbr1	GH 75	3
Metbr1	GH 76	13
Metbr1	GH 79	2
Metbr1	GH 81	1
Metbr1	GH 84	1
Metbr1	GH 88	1
Metbr1	GH 89	2
Metbr1	GH 92	4
Metbr1	GH 95	1
Metbr1	GT 1	13
Metbr1	GT 109	1
Metbr1	GT 15	4
Metbr1	GT 17	2
Metbr1	GT 2	15
Metbr1	GT 2 	2
Metbr1	GT 20	4
Metbr1	GT 21	1
Metbr1	GT 22	4
Metbr1	GT 24	1
Metbr1	GT 25	5
Metbr1	GT 3	1
Metbr1	GT 31	11
Metbr1	GT 32	8
Metbr1	GT 33	1
Metbr1	GT 34	5
Metbr1	GT 35	1
Metbr1	GT 39	3
Metbr1	GT 4	7
Metbr1	GT 41	1
Metbr1	GT 48	1
Metbr1	GT 50	1
Metbr1	GT 57	2
Metbr1	GT 58	1
Metbr1	GT 59	1
Metbr1	GT 61	1
Metbr1	GT 62	3
Metbr1	GT 64	1
Metbr1	GT 66	1
Metbr1	GT 69	2
Metbr1	GT 71	1
Metbr1	GT 76	1
Metbr1	GT 8	5
Metbr1	GT 90	6
Metbr1	PL 20	1
Metbr1	PL 7	1
Metbr1	PL 8	1
Metro1	AA 1	18
Metro1	AA 11	7
Metro1	AA 12	2
Metro1	AA 14	1
Metro1	AA 2	2
Metro1	AA 3	17
Metro1	AA 5	2
Metro1	AA 6	1
Metro1	AA 7	1
Metro1	AA 8	1
Metro1	AA 9	1
Metro1	CBM 1	3
Metro1	CBM 1 	2
Metro1	CBM 13 	1
Metro1	CBM 18 	10
Metro1	CBM 20 	1
Metro1	CBM 21	2
Metro1	CBM 24	1
Metro1	CBM 24 	2
Metro1	CBM 32	1
Metro1	CBM 42 	1
Metro1	CBM 43 	2
Metro1	CBM 48	1
Metro1	CBM 48 	1
Metro1	CBM 50	9
Metro1	CBM 50 	18
Metro1	CBM 66 	1
Metro1	CBM 87 	2
Metro1	CE 16	2
Metro1	CE 18	2
Metro1	CE 4	4
Metro1	CE 5	2
Metro1	CE 9	1
Metro1	Expansins	3
Metro1	GH 1	3
Metro1	GH 105	3
Metro1	GH 114	1
Metro1	GH 115	1
Metro1	GH 12	1
Metro1	GH 125	3
Metro1	GH 127	1
Metro1	GH 128	4
Metro1	GH 13	6
Metro1	GH 132	2
Metro1	GH 133 	1
Metro1	GH 135	5
Metro1	GH 136	1
Metro1	GH 15	2
Metro1	GH 152	1
Metro1	GH 154	2
Metro1	GH 16	22
Metro1	GH 162	1
Metro1	GH 17	6
Metro1	GH 18	29
Metro1	GH 184	3
Metro1	GH 2	6
Metro1	GH 20	2
Metro1	GH 23	1
Metro1	GH 24	2
Metro1	GH 25	2
Metro1	GH 27	3
Metro1	GH 28	1
Metro1	GH 29	1
Metro1	GH 3	9
Metro1	GH 31	6
Metro1	GH 32	1
Metro1	GH 33	1
Metro1	GH 35	3
Metro1	GH 36	2
Metro1	GH 37	2
Metro1	GH 38	1
Metro1	GH 43	1
Metro1	GH 47	9
Metro1	GH 5	8
Metro1	GH 54	1
Metro1	GH 55	5
Metro1	GH 63	1
Metro1	GH 64	1
Metro1	GH 65	2
Metro1	GH 71	1
Metro1	GH 72	5
Metro1	GH 75	3
Metro1	GH 76	14
Metro1	GH 79	2
Metro1	GH 81	1
Metro1	GH 84	1
Metro1	GH 88	1
Metro1	GH 89	2
Metro1	GH 92	6
Metro1	GH 95	1
Metro1	GT 1	13
Metro1	GT 15	4
Metro1	GT 17	2
Metro1	GT 2	15
Metro1	GT 2 	2
Metro1	GT 20	4
Metro1	GT 21	1
Metro1	GT 22	4
Metro1	GT 24	1
Metro1	GT 25	7
Metro1	GT 3	1
Metro1	GT 31	13
Metro1	GT 32	9
Metro1	GT 33	1
Metro1	GT 34	4
Metro1	GT 35	1
Metro1	GT 39	3
Metro1	GT 4	7
Metro1	GT 41	1
Metro1	GT 48	1
Metro1	GT 50	1
Metro1	GT 57	2
Metro1	GT 58	1
Metro1	GT 59	1
Metro1	GT 61	2
Metro1	GT 62	3
Metro1	GT 64	1
Metro1	GT 66	1
Metro1	GT 69	2
Metro1	GT 71	1
Metro1	GT 76	1
Metro1	GT 8	6
Metro1	GT 90	6
Metro1	PL 20	1
Metro1	PL 7	1
Metro1	PL 8	1
Mucmuc1	AA 1	7
Mucmuc1	AA 3	2
Mucmuc1	AA 5	4
Mucmuc1	AA 6	4
Mucmuc1	CBM 1 	2
Mucmuc1	CBM 12	2
Mucmuc1	CBM 13	12
Mucmuc1	CBM 13 	6
Mucmuc1	CBM 19	2
Mucmuc1	CBM 21	5
Mucmuc1	CBM 21 	5
Mucmuc1	CBM 43 	1
Mucmuc1	CBM 48	2
Mucmuc1	CBM 48 	1
Mucmuc1	CBM 5	1
Mucmuc1	CBM 5 	2
Mucmuc1	CBM 50	4
Mucmuc1	CBM 50 	1
Mucmuc1	CE 4	22
Mucmuc1	CE 9	2
Mucmuc1	Expansins	14
Mucmuc1	GH 125	2
Mucmuc1	GH 13	2
Mucmuc1	GH 133 	1
Mucmuc1	GH 134	3
Mucmuc1	GH 15	17
Mucmuc1	GH 152	4
Mucmuc1	GH 16	7
Mucmuc1	GH 17	3
Mucmuc1	GH 18	11
Mucmuc1	GH 20	4
Mucmuc1	GH 27	1
Mucmuc1	GH 28	7
Mucmuc1	GH 29	2
Mucmuc1	GH 3	6
Mucmuc1	GH 31	5
Mucmuc1	GH 35	1
Mucmuc1	GH 36	6
Mucmuc1	GH 37	5
Mucmuc1	GH 38	2
Mucmuc1	GH 45	3
Mucmuc1	GH 46	2
Mucmuc1	GH 47	9
Mucmuc1	GH 5	5
Mucmuc1	GH 63	1
Mucmuc1	GH 72	1
Mucmuc1	GH 8	2
Mucmuc1	GH 81	1
Mucmuc1	GH 85	1
Mucmuc1	GH 9	3
Mucmuc1	GT 1	15
Mucmuc1	GT 10	2
Mucmuc1	GT 15	13
Mucmuc1	GT 17	1
Mucmuc1	GT 2	27
Mucmuc1	GT 2 	9
Mucmuc1	GT 20	7
Mucmuc1	GT 21	1
Mucmuc1	GT 22	4
Mucmuc1	GT 24	1
Mucmuc1	GT 3	2
Mucmuc1	GT 31	3
Mucmuc1	GT 31 	1
Mucmuc1	GT 32	1
Mucmuc1	GT 33	1
Mucmuc1	GT 34	1
Mucmuc1	GT 35	1
Mucmuc1	GT 39	7
Mucmuc1	GT 4	6
Mucmuc1	GT 41	1
Mucmuc1	GT 47	1
Mucmuc1	GT 48	3
Mucmuc1	GT 49	9
Mucmuc1	GT 50	1
Mucmuc1	GT 57	2
Mucmuc1	GT 58	1
Mucmuc1	GT 59	1
Mucmuc1	GT 62	3
Mucmuc1	GT 64	1
Mucmuc1	GT 66	1
Mucmuc1	GT 71	4
Mucmuc1	GT 77	3
Mucmuc1	GT 8	3
Mucmuc1	PL 14	2
Mucmuc1	PL 38	1
Mucmuc1	PL 8	3
Necha2	AA 1	13
Necha2	AA 11	5
Necha2	AA 12	1
Necha2	AA 13	1
Necha2	AA 14	1
Necha2	AA 16	1
Necha2	AA 2	2
Necha2	AA 3	34
Necha2	AA 4	7
Necha2	AA 5	3
Necha2	AA 6	1
Necha2	AA 7	3
Necha2	AA 8	3
Necha2	AA 9	12
Necha2	CBM 1	12
Necha2	CBM 13	1
Necha2	CBM 18	34
Necha2	CBM 20	2
Necha2	CBM 21	2
Necha2	CBM 24	6
Necha2	CBM 32	3
Necha2	CBM 35	3
Necha2	CBM 38	1
Necha2	CBM 42	1
Necha2	CBM 43	1
Necha2	CBM 48	3
Necha2	CBM 50	26
Necha2	CBM 63 	3
Necha2	CBM 87	1
Necha2	CBM 91	13
Necha2	CE 1	1
Necha2	CE 12	2
Necha2	CE 16	4
Necha2	CE 18	1
Necha2	CE 2	1
Necha2	CE 3	1
Necha2	CE 4	6
Necha2	CE 5	8
Necha2	CE 8	8
Necha2	CE 9	2
Necha2	Expansins	7
Necha2	GH 1	5
Necha2	GH 10	3
Necha2	GH 105	4
Necha2	GH 106	1
Necha2	GH 11	3
Necha2	GH 114	4
Necha2	GH 115	2
Necha2	GH 12	6
Necha2	GH 125	2
Necha2	GH 127	3
Necha2	GH 128	4
Necha2	GH 13	9
Necha2	GH 131	1
Necha2	GH 132	2
Necha2	GH 133	1
Necha2	GH 134	1
Necha2	GH 135	2
Necha2	GH 146	1
Necha2	GH 15	2
Necha2	GH 152	1
Necha2	GH 154	4
Necha2	GH 16	21
Necha2	GH 162	1
Necha2	GH 17	6
Necha2	GH 172	1
Necha2	GH 18	27
Necha2	GH 2	11
Necha2	GH 20	4
Necha2	GH 23	1
Necha2	GH 24	3
Necha2	GH 27	2
Necha2	GH 28	11
Necha2	GH 3	38
Necha2	GH 31	9
Necha2	GH 32	6
Necha2	GH 33	2
Necha2	GH 35	8
Necha2	GH 36	2
Necha2	GH 37	2
Necha2	GH 38	1
Necha2	GH 39	1
Necha2	GH 43	32
Necha2	GH 45	1
Necha2	GH 47	10
Necha2	GH 49	1
Necha2	GH 5	18
Necha2	GH 51	4
Necha2	GH 53	1
Necha2	GH 54	1
Necha2	GH 55	5
Necha2	GH 6	1
Necha2	GH 62	2
Necha2	GH 63	1
Necha2	GH 64	2
Necha2	GH 7	3
Necha2	GH 71	5
Necha2	GH 72	3
Necha2	GH 74	1
Necha2	GH 75	2
Necha2	GH 76	7
Necha2	GH 78	12
Necha2	GH 79	2
Necha2	GH 81	1
Necha2	GH 88	5
Necha2	GH 93	4
Necha2	GH 95	3
Necha2	GT 1	20
Necha2	GT 15	5
Necha2	GT 17	1
Necha2	GT 2	21
Necha2	GT 20	3
Necha2	GT 21	1
Necha2	GT 22	4
Necha2	GT 24	1
Necha2	GT 3	1
Necha2	GT 31	5
Necha2	GT 32	9
Necha2	GT 33	1
Necha2	GT 34	2
Necha2	GT 35	1
Necha2	GT 39	3
Necha2	GT 4	6
Necha2	GT 41	1
Necha2	GT 48	2
Necha2	GT 50	1
Necha2	GT 57	2
Necha2	GT 58	1
Necha2	GT 59	1
Necha2	GT 62	3
Necha2	GT 64	2
Necha2	GT 66	1
Necha2	GT 69	4
Necha2	GT 71	3
Necha2	GT 76	1
Necha2	GT 8	7
Necha2	GT 90	5
Necha2	PL 1	14
Necha2	PL 11	1
Necha2	PL 20	1
Necha2	PL 26	2
Necha2	PL 3	11
Necha2	PL 38	1
Necha2	PL 4	5
Necha2	PL 42	1
Necha2	PL 7	1
Necha2	PL 9	1
Neucr2	AA 1	10
Neucr2	AA 11	4
Neucr2	AA 12	3
Neucr2	AA 13 	1
Neucr2	AA 2	3
Neucr2	AA 3	7
Neucr2	AA 5	2
Neucr2	AA 6	1
Neucr2	AA 7	2
Neucr2	AA 8	4
Neucr2	AA 8 	1
Neucr2	AA 9	8
Neucr2	AA 9 	6
Neucr2	CBM 1	8
Neucr2	CBM 1 	13
Neucr2	CBM 13 	1
Neucr2	CBM 18	2
Neucr2	CBM 18 	6
Neucr2	CBM 20	1
Neucr2	CBM 20 	2
Neucr2	CBM 21	2
Neucr2	CBM 24 	9
Neucr2	CBM 32	1
Neucr2	CBM 38 	1
Neucr2	CBM 43 	1
Neucr2	CBM 48	2
Neucr2	CBM 48 	2
Neucr2	CBM 50	6
Neucr2	CBM 50 	10
Neucr2	CBM 52	1
Neucr2	CBM 87 	1
Neucr2	CBM 91 	1
Neucr2	CE 1	4
Neucr2	CE 12	1
Neucr2	CE 15	1
Neucr2	CE 16	2
Neucr2	CE 18	1
Neucr2	CE 3	2
Neucr2	CE 4	4
Neucr2	CE 5	3
Neucr2	CE 8	2
Neucr2	CE 9	1
Neucr2	Expansins	3
Neucr2	GH 1	2
Neucr2	GH 10	4
Neucr2	GH 105	2
Neucr2	GH 11	2
Neucr2	GH 114	1
Neucr2	GH 115	1
Neucr2	GH 12	2
Neucr2	GH 125	3
Neucr2	GH 128	4
Neucr2	GH 13	11
Neucr2	GH 131	3
Neucr2	GH 132	2
Neucr2	GH 133 	1
Neucr2	GH 142	1
Neucr2	GH 15	2
Neucr2	GH 152	1
Neucr2	GH 154	1
Neucr2	GH 16	15
Neucr2	GH 17	6
Neucr2	GH 18	13
Neucr2	GH 2	6
Neucr2	GH 20	2
Neucr2	GH 25	1
Neucr2	GH 26	1
Neucr2	GH 28	2
Neucr2	GH 3	11
Neucr2	GH 30	2
Neucr2	GH 31	6
Neucr2	GH 32	2
Neucr2	GH 35	2
Neucr2	GH 36	1
Neucr2	GH 37	2
Neucr2	GH 38	1
Neucr2	GH 43	7
Neucr2	GH 45	1
Neucr2	GH 47	9
Neucr2	GH 5	6
Neucr2	GH 51	1
Neucr2	GH 53	1
Neucr2	GH 54	1
Neucr2	GH 55	6
Neucr2	GH 6	3
Neucr2	GH 63	2
Neucr2	GH 64	2
Neucr2	GH 67	1
Neucr2	GH 7	5
Neucr2	GH 71	7
Neucr2	GH 72	5
Neucr2	GH 74	1
Neucr2	GH 75	1
Neucr2	GH 76	9
Neucr2	GH 78	2
Neucr2	GH 79	2
Neucr2	GH 81	1
Neucr2	GH 92	2
Neucr2	GH 93	2
Neucr2	GH 94	1
Neucr2	GT 1	11
Neucr2	GT 15	5
Neucr2	GT 17	1
Neucr2	GT 2	13
Neucr2	GT 2 	2
Neucr2	GT 20	3
Neucr2	GT 21	1
Neucr2	GT 22	4
Neucr2	GT 24	1
Neucr2	GT 25	2
Neucr2	GT 3	4
Neucr2	GT 31	4
Neucr2	GT 32	4
Neucr2	GT 33	1
Neucr2	GT 34	2
Neucr2	GT 35	1
Neucr2	GT 39	4
Neucr2	GT 4	6
Neucr2	GT 41	1
Neucr2	GT 48	1
Neucr2	GT 5	2
Neucr2	GT 50	1
Neucr2	GT 55	1
Neucr2	GT 57	2
Neucr2	GT 58	1
Neucr2	GT 59	1
Neucr2	GT 62	3
Neucr2	GT 66	1
Neucr2	GT 69	2
Neucr2	GT 71	1
Neucr2	GT 76	1
Neucr2	GT 8	4
Neucr2	GT 90	4
Neucr2	PL 1	1
Neucr2	PL 20	1
Neucr2	PL 3	1
Neucr2	PL 4	1
Neucr2	PL 42	1
Phchr2	AA 1	5
Phchr2	AA 12	1
Phchr2	AA 14	2
Phchr2	AA 2	17
Phchr2	AA 3	39
Phchr2	AA 5	7
Phchr2	AA 6	4
Phchr2	AA 8	1
Phchr2	AA 8 	1
Phchr2	AA 9	10
Phchr2	AA 9 	6
Phchr2	CBM 1	11
Phchr2	CBM 1 	25
Phchr2	CBM 12	1
Phchr2	CBM 13	8
Phchr2	CBM 18 	1
Phchr2	CBM 20 	2
Phchr2	CBM 21	2
Phchr2	CBM 35 	1
Phchr2	CBM 43 	1
Phchr2	CBM 48	2
Phchr2	CBM 48 	1
Phchr2	CBM 5	1
Phchr2	CBM 5 	3
Phchr2	CBM 50	7
Phchr2	CBM 50 	5
Phchr2	CBM 91 	1
Phchr2	CE 1	4
Phchr2	CE 15	2
Phchr2	CE 16	6
Phchr2	CE 4	4
Phchr2	CE 8	2
Phchr2	CE 9	1
Phchr2	Expansins	13
Phchr2	GH 1	2
Phchr2	GH 10	6
Phchr2	GH 11	1
Phchr2	GH 115	1
Phchr2	GH 12	2
Phchr2	GH 125	1
Phchr2	GH 128	4
Phchr2	GH 13	9
Phchr2	GH 131	3
Phchr2	GH 133 	1
Phchr2	GH 135	1
Phchr2	GH 15	2
Phchr2	GH 152	6
Phchr2	GH 154	1
Phchr2	GH 16	22
Phchr2	GH 17	2
Phchr2	GH 18	11
Phchr2	GH 2	2
Phchr2	GH 20	4
Phchr2	GH 23	1
Phchr2	GH 25	1
Phchr2	GH 27	3
Phchr2	GH 28	5
Phchr2	GH 3	10
Phchr2	GH 30	2
Phchr2	GH 31	6
Phchr2	GH 35	3
Phchr2	GH 37	2
Phchr2	GH 38	1
Phchr2	GH 43	4
Phchr2	GH 45	2
Phchr2	GH 47	5
Phchr2	GH 5	19
Phchr2	GH 51	2
Phchr2	GH 53	1
Phchr2	GH 55	2
Phchr2	GH 6	1
Phchr2	GH 63	1
Phchr2	GH 7	8
Phchr2	GH 71	3
Phchr2	GH 72	1
Phchr2	GH 74	4
Phchr2	GH 78	1
Phchr2	GH 79	8
Phchr2	GH 85	1
Phchr2	GH 88	1
Phchr2	GH 89	2
Phchr2	GH 9	1
Phchr2	GH 92	4
Phchr2	GH 95	1
Phchr2	GT 1	9
Phchr2	GT 15	2
Phchr2	GT 17	1
Phchr2	GT 2	13
Phchr2	GT 2 	2
Phchr2	GT 20	3
Phchr2	GT 21	1
Phchr2	GT 22	4
Phchr2	GT 24	1
Phchr2	GT 3	1
Phchr2	GT 31	1
Phchr2	GT 32	1
Phchr2	GT 33	1
Phchr2	GT 35	1
Phchr2	GT 39	3
Phchr2	GT 4	4
Phchr2	GT 41	1
Phchr2	GT 48	2
Phchr2	GT 49	1
Phchr2	GT 5	1
Phchr2	GT 50	1
Phchr2	GT 57	2
Phchr2	GT 58	1
Phchr2	GT 59	1
Phchr2	GT 66	1
Phchr2	GT 69	2
Phchr2	GT 76	1
Phchr2	GT 8	9
Phchr2	GT 90	1
Phchr2	PL 14	5
Phchr2	PL 35	1
Phchr2	PL 38	2
Phchr2	PL 42	1
Phchr2	PL 8	1
PuccoSD80_1	AA 1	18
PuccoSD80_1	AA 16	2
PuccoSD80_1	AA 2	5
PuccoSD80_1	AA 3	6
PuccoSD80_1	AA 5	7
PuccoSD80_1	AA 6	1
PuccoSD80_1	AA 7	5
PuccoSD80_1	AA 9	6
PuccoSD80_1	CBM 13	2
PuccoSD80_1	CBM 21	1
PuccoSD80_1	CBM 32 	8
PuccoSD80_1	CBM 35 	2
PuccoSD80_1	CBM 43 	1
PuccoSD80_1	CBM 48	2
PuccoSD80_1	CBM 48 	2
PuccoSD80_1	CBM 50	2
PuccoSD80_1	CBM 63 	9
PuccoSD80_1	CE 4	18
PuccoSD80_1	CE 5	12
PuccoSD80_1	CE 8	9
PuccoSD80_1	Expansins	37
PuccoSD80_1	GH 10	4
PuccoSD80_1	GH 12	4
PuccoSD80_1	GH 13	8
PuccoSD80_1	GH 131	9
PuccoSD80_1	GH 133 	1
PuccoSD80_1	GH 15	5
PuccoSD80_1	GH 152	12
PuccoSD80_1	GH 16	14
PuccoSD80_1	GH 17	3
PuccoSD80_1	GH 18	30
PuccoSD80_1	GH 2	9
PuccoSD80_1	GH 20	5
PuccoSD80_1	GH 23	2
PuccoSD80_1	GH 26	13
PuccoSD80_1	GH 27	10
PuccoSD80_1	GH 28	2
PuccoSD80_1	GH 3	4
PuccoSD80_1	GH 31	3
PuccoSD80_1	GH 32	4
PuccoSD80_1	GH 35	2
PuccoSD80_1	GH 36	2
PuccoSD80_1	GH 37	4
PuccoSD80_1	GH 38	4
PuccoSD80_1	GH 43	7
PuccoSD80_1	GH 45	1
PuccoSD80_1	GH 47	14
PuccoSD80_1	GH 5	37
PuccoSD80_1	GH 65	2
PuccoSD80_1	GH 7	4
PuccoSD80_1	GH 71	5
PuccoSD80_1	GH 72	2
PuccoSD80_1	GH 76	8
PuccoSD80_1	GH 79	2
PuccoSD80_1	GH 81	2
PuccoSD80_1	GH 85	2
PuccoSD80_1	GT 1	12
PuccoSD80_1	GT 10	5
PuccoSD80_1	GT 2	26
PuccoSD80_1	GT 2 	3
PuccoSD80_1	GT 20	4
PuccoSD80_1	GT 21	2
PuccoSD80_1	GT 22	7
PuccoSD80_1	GT 24	1
PuccoSD80_1	GT 25	3
PuccoSD80_1	GT 3	2
PuccoSD80_1	GT 31	8
PuccoSD80_1	GT 32	4
PuccoSD80_1	GT 33	1
PuccoSD80_1	GT 39	6
PuccoSD80_1	GT 4	6
PuccoSD80_1	GT 41	3
PuccoSD80_1	GT 43	5
PuccoSD80_1	GT 48	2
PuccoSD80_1	GT 49	3
PuccoSD80_1	GT 5	3
PuccoSD80_1	GT 50	2
PuccoSD80_1	GT 57	4
PuccoSD80_1	GT 58	2
PuccoSD80_1	GT 59	1
PuccoSD80_1	GT 66	2
PuccoSD80_1	GT 69	4
PuccoSD80_1	GT 71	2
PuccoSD80_1	GT 76	2
PuccoSD80_1	GT 8	2
PuccoSD80_1	GT 90	11
PuccoSD80_1	PL 1	9
PuccoSD80_1	PL 14_dist	2
PuccoSD80_1	PL 35	2
Rhiir2_1	AA 1	12
Rhiir2_1	AA 11	1
Rhiir2_1	AA 2	2
Rhiir2_1	AA 3	5
Rhiir2_1	AA 5	9
Rhiir2_1	AA 6	1
Rhiir2_1	AA 7	1
Rhiir2_1	CBM 13	13
Rhiir2_1	CBM 18	2
Rhiir2_1	CBM 19	1
Rhiir2_1	CBM 21	1
Rhiir2_1	CBM 48	3
Rhiir2_1	CBM 50	3
Rhiir2_1	CE 4	8
Rhiir2_1	CE 9	1
Rhiir2_1	Expansins	4
Rhiir2_1	GH 125	2
Rhiir2_1	GH 13	3
Rhiir2_1	GH 133	1
Rhiir2_1	GH 15	1
Rhiir2_1	GH 18	2
Rhiir2_1	GH 20	1
Rhiir2_1	GH 24	5
Rhiir2_1	GH 25	1
Rhiir2_1	GH 27	2
Rhiir2_1	GH 31	2
Rhiir2_1	GH 35	2
Rhiir2_1	GH 36	1
Rhiir2_1	GH 37	1
Rhiir2_1	GH 38	1
Rhiir2_1	GH 47	5
Rhiir2_1	GH 5	4
Rhiir2_1	GH 63	1
Rhiir2_1	GH 9	2
Rhiir2_1	GT 1	34
Rhiir2_1	GT 15	3
Rhiir2_1	GT 2	21
Rhiir2_1	GT 20	3
Rhiir2_1	GT 21	1
Rhiir2_1	GT 22	4
Rhiir2_1	GT 24	1
Rhiir2_1	GT 3	2
Rhiir2_1	GT 31	3
Rhiir2_1	GT 32	1
Rhiir2_1	GT 33	1
Rhiir2_1	GT 34	6
Rhiir2_1	GT 35	1
Rhiir2_1	GT 39	4
Rhiir2_1	GT 4	4
Rhiir2_1	GT 41	1
Rhiir2_1	GT 48	1
Rhiir2_1	GT 49	3
Rhiir2_1	GT 50	1
Rhiir2_1	GT 57	3
Rhiir2_1	GT 58	1
Rhiir2_1	GT 59	1
Rhiir2_1	GT 66	1
Rhiir2_1	GT 69	1
Rhiir2_1	GT 76	1
Rhiir2_1	GT 8	2
Rhiir2_1	PL 38	5
Sacce1	AA 1	3
Sacce1	AA 2	1
Sacce1	AA 6	3
Sacce1	CBM 18 	2
Sacce1	CBM 19	1
Sacce1	CBM 21	4
Sacce1	CBM 43 	2
Sacce1	CBM 48	5
Sacce1	CBM 48 	1
Sacce1	CE 4	2
Sacce1	GH 13	9
Sacce1	GH 132	5
Sacce1	GH 133 	1
Sacce1	GH 15	1
Sacce1	GH 16	5
Sacce1	GH 17	4
Sacce1	GH 18	2
Sacce1	GH 28	1
Sacce1	GH 31	1
Sacce1	GH 32	1
Sacce1	GH 37	2
Sacce1	GH 38	1
Sacce1	GH 47	3
Sacce1	GH 5	5
Sacce1	GH 63	1
Sacce1	GH 65	1
Sacce1	GH 72	5
Sacce1	GH 76	2
Sacce1	GH 81	2
Sacce1	GT 1	3
Sacce1	GT 15	9
Sacce1	GT 2	5
Sacce1	GT 20	4
Sacce1	GT 22	4
Sacce1	GT 24	1
Sacce1	GT 3	2
Sacce1	GT 32	4
Sacce1	GT 33	1
Sacce1	GT 34	2
Sacce1	GT 35	1
Sacce1	GT 39	7
Sacce1	GT 4	3
Sacce1	GT 48	3
Sacce1	GT 50	1
Sacce1	GT 57	2
Sacce1	GT 58	1
Sacce1	GT 59	1
Sacce1	GT 62	3
Sacce1	GT 66	1
Sacce1	GT 71	6
Sacce1	GT 76	1
Sacce1	GT 8	3
Schco3	AA 1	6
Schco3	AA 11	8
Schco3	AA 14	4
Schco3	AA 16	2
Schco3	AA 2	1
Schco3	AA 3	26
Schco3	AA 5	3
Schco3	AA 6	4
Schco3	AA 7	3
Schco3	AA 8	3
Schco3	AA 9	22
Schco3	CBM 1	2
Schco3	CBM 1 	3
Schco3	CBM 12	1
Schco3	CBM 13	13
Schco3	CBM 13 	5
Schco3	CBM 18 	1
Schco3	CBM 20 	1
Schco3	CBM 21	3
Schco3	CBM 35 	2
Schco3	CBM 43 	1
Schco3	CBM 48	3
Schco3	CBM 48 	1
Schco3	CBM 5 	3
Schco3	CBM 50	3
Schco3	CBM 63 	1
Schco3	CBM 91 	2
Schco3	CBM 92 	1
Schco3	CE 1	4
Schco3	CE 12	2
Schco3	CE 15	2
Schco3	CE 16	7
Schco3	CE 4	10
Schco3	CE 5	2
Schco3	CE 8	2
Schco3	CE 9	1
Schco3	Expansins	28
Schco3	GH 1	3
Schco3	GH 10	5
Schco3	GH 105	2
Schco3	GH 11	1
Schco3	GH 114	1
Schco3	GH 115	3
Schco3	GH 12	1
Schco3	GH 125	1
Schco3	GH 128	5
Schco3	GH 13	13
Schco3	GH 131	2
Schco3	GH 133 	1
Schco3	GH 140	1
Schco3	GH 15	3
Schco3	GH 152	11
Schco3	GH 154	1
Schco3	GH 16	35
Schco3	GH 17	3
Schco3	GH 18	16
Schco3	GH 2	4
Schco3	GH 20	3
Schco3	GH 23	2
Schco3	GH 25	1
Schco3	GH 26	1
Schco3	GH 27	1
Schco3	GH 28	3
Schco3	GH 29	2
Schco3	GH 3	12
Schco3	GH 30	5
Schco3	GH 31	4
Schco3	GH 32	1
Schco3	GH 35	4
Schco3	GH 37	2
Schco3	GH 38	1
Schco3	GH 43	20
Schco3	GH 45	2
Schco3	GH 47	9
Schco3	GH 5	16
Schco3	GH 51	2
Schco3	GH 53	1
Schco3	GH 55	2
Schco3	GH 6	1
Schco3	GH 62	1
Schco3	GH 63	1
Schco3	GH 7	2
Schco3	GH 71	10
Schco3	GH 72	1
Schco3	GH 74	1
Schco3	GH 76	4
Schco3	GH 78	3
Schco3	GH 79	2
Schco3	GH 81	1
Schco3	GH 85	1
Schco3	GH 88	1
Schco3	GH 9	1
Schco3	GH 92	5
Schco3	GH 93	2
Schco3	GH 95	2
Schco3	GT 1	9
Schco3	GT 15	6
Schco3	GT 17	1
Schco3	GT 2	13
Schco3	GT 2 	2
Schco3	GT 20	3
Schco3	GT 21	1
